date,region,resource_type,usage_cpu,usage_storage,users_active,econ_index,cloud_market_demand,holiday,day_of_week,month,quarter,is_weekend,cpu_usage_lag_1,storage_usage_lag_1,cpu_usage_lag_3,storage_usage_lag_3,cpu_usage_lag_7,storage_usage_lag_7,cpu_usage_rollmean_3,cpu_usage_rollmax_3,cpu_usage_rollmin_3,storage_usage_rollmean_3,storage_usage_rollmax_3,storage_usage_rollmin_3,cpu_usage_rollmean_7,cpu_usage_rollmax_7,cpu_usage_rollmin_7,storage_usage_rollmean_7,storage_usage_rollmax_7,storage_usage_rollmin_7,cpu_utilization_ratio,storage_efficiency
2023-01-02,southeastasia,Storage,55,1065,305,106.48,1.15,False,0,1,1,0,76.0,1582.0,,,,,,,,,,,,,,,,,0.5555555555555556,0.5464340687532068
2023-01-02,northeurope,Container,96,534,405,106.48,1.15,False,0,1,1,0,82.0,959.0,,,,,,,,,,,,,,,,,0.9696969696969696,0.2702429149797571
2023-01-02,eastus,Container,86,1146,220,106.48,1.15,False,0,1,1,0,70.0,621.0,,,,,,,,,,,,,,,,,0.8686868686868687,0.5744360902255639
2023-01-03,southeastasia,VM,73,1586,338,97.66,0.98,False,1,1,1,0,66.0,1911.0,,,,,77.33333333333333,93.0,66.0,1617.6666666666667,1911.0,1356.0,,,,,,,0.7373737373737373,0.7993951612903226
2023-01-03,westus,Container,73,716,451,97.66,0.98,False,1,1,1,0,99.0,1276.0,,,,,74.66666666666667,99.0,52.0,1274.6666666666667,1832.0,716.0,,,,,,,0.7373737373737373,0.3605236656596173
2023-01-03,eastus,Container,57,1985,414,97.66,0.98,False,1,1,1,0,86.0,1146.0,,,,,71.0,86.0,57.0,1250.6666666666667,1985.0,621.0,,,,,,,0.5757575757575758,0.9949874686716792
2023-01-03,northeurope,VM,94,1564,356,97.66,0.98,False,1,1,1,0,51.0,1863.0,,,,,72.66666666666667,94.0,51.0,1788.0,1937.0,1564.0,,,,,,,0.9494949494949496,0.7843530591775326
2023-01-03,northeurope,Container,73,1652,335,97.66,0.98,False,1,1,1,0,96.0,534.0,,,,,83.66666666666667,96.0,73.0,1048.3333333333333,1652.0,534.0,,,,,,,0.7373737373737373,0.8360323886639676
2023-01-03,westus,VM,89,1219,436,97.66,0.98,False,1,1,1,0,58.0,666.0,,,,,69.0,89.0,58.0,1289.0,1982.0,666.0,,,,,,,0.898989898989899,0.6137965760322256
2023-01-03,eastus,VM,93,661,401,97.66,0.98,False,1,1,1,0,96.0,1457.0,,,,,92.33333333333331,96.0,88.0,1359.0,1959.0,661.0,,,,,,,0.9393939393939394,0.3318273092369478
2023-01-03,northeurope,Storage,64,564,208,97.66,0.98,False,1,1,1,0,96.0,1455.0,,,,,70.33333333333333,96.0,51.0,1244.6666666666667,1715.0,564.0,,,,,,,0.6530612244897959,0.2871690427698574
2023-01-03,southeastasia,Container,84,788,460,97.66,0.98,False,1,1,1,0,53.0,1202.0,,,,,71.33333333333333,84.0,53.0,1063.0,1202.0,788.0,,,,,,,0.8484848484848485,0.3961789844142785
2023-01-03,westus,Storage,67,1378,252,97.66,0.98,False,1,1,1,0,53.0,1100.0,,,,,68.33333333333333,85.0,53.0,1283.0,1378.0,1100.0,,,,,,,0.6767676767676768,0.7009155645981688
2023-01-03,southeastasia,Storage,66,891,362,97.66,0.98,False,1,1,1,0,55.0,1065.0,,,,,65.66666666666667,76.0,55.0,1179.3333333333333,1582.0,891.0,,,,,,,0.6666666666666666,0.457157516675218
2023-01-03,eastus,Storage,85,769,470,97.66,0.98,False,1,1,1,0,93.0,1767.0,,,,,90.0,93.0,85.0,1377.0,1767.0,769.0,,,,,,,0.8585858585858586,0.3860441767068273
2023-01-04,eastus,VM,91,730,240,115.79,1.08,False,2,1,1,0,93.0,661.0,88.0,1959.0,,,93.33333333333331,96.0,91.0,949.3333333333334,1457.0,661.0,,,,,,,0.9191919191919192,0.3664658634538152
2023-01-04,westus,VM,97,1002,261,115.79,1.08,False,2,1,1,0,89.0,1219.0,60.0,1982.0,,,81.33333333333333,97.0,58.0,962.3333333333334,1219.0,666.0,,,,,,,0.9797979797979798,0.5045317220543807
2023-01-04,westus,Storage,73,1304,298,115.79,1.08,False,2,1,1,0,67.0,1378.0,85.0,1371.0,,,64.33333333333333,73.0,53.0,1260.6666666666667,1378.0,1100.0,,,,,,,0.7373737373737373,0.6632756866734486
2023-01-04,southeastasia,Storage,75,1391,378,115.79,1.08,False,2,1,1,0,66.0,891.0,76.0,1582.0,,,65.33333333333333,75.0,55.0,1115.6666666666667,1391.0,891.0,,,,,,,0.7575757575757576,0.7136993329912775
2023-01-04,southeastasia,Container,81,1242,440,115.79,1.08,False,2,1,1,0,84.0,788.0,77.0,1199.0,,,72.66666666666667,84.0,53.0,1077.3333333333333,1242.0,788.0,,,,,,,0.8181818181818182,0.6244343891402715
2023-01-04,northeurope,VM,50,1112,330,115.79,1.08,False,2,1,1,0,94.0,1564.0,73.0,1937.0,,,65.0,94.0,50.0,1513.0,1863.0,1112.0,,,,,,,0.5050505050505051,0.5576730190571715
2023-01-04,southeastasia,VM,58,706,214,115.79,1.08,False,2,1,1,0,73.0,1586.0,93.0,1356.0,,,65.66666666666667,73.0,58.0,1401.0,1911.0,706.0,,,,,,,0.5858585858585859,0.3558467741935484
2023-01-04,eastus,Container,57,1279,232,115.79,1.08,False,2,1,1,0,57.0,1985.0,70.0,621.0,,,66.66666666666667,86.0,57.0,1470.0,1985.0,1146.0,,,,,,,0.5757575757575758,0.6411027568922306
2023-01-04,northeurope,Storage,50,1528,417,115.79,1.08,False,2,1,1,0,64.0,564.0,51.0,1715.0,,,70.0,96.0,50.0,1182.3333333333333,1528.0,564.0,,,,,,,0.5102040816326531,0.7780040733197556
2023-01-04,northeurope,Container,63,1370,482,115.79,1.08,False,2,1,1,0,73.0,1652.0,82.0,959.0,,,77.33333333333333,96.0,63.0,1185.3333333333333,1652.0,534.0,,,,,,,0.6363636363636364,0.6933198380566802
2023-01-04,eastus,Storage,77,634,400,115.79,1.08,False,2,1,1,0,85.0,769.0,92.0,1595.0,,,85.0,93.0,77.0,1056.6666666666667,1767.0,634.0,,,,,,,0.7777777777777778,0.3182730923694779
2023-01-04,westus,Container,93,1225,234,115.79,1.08,False,2,1,1,0,73.0,716.0,52.0,1832.0,,,88.33333333333333,99.0,73.0,1072.3333333333333,1276.0,716.0,,,,,,,0.9393939393939394,0.6168177240684793
2023-01-05,southeastasia,Container,57,1934,336,95.31,1.05,False,3,1,1,0,81.0,1242.0,53.0,1202.0,,,74.0,84.0,57.0,1321.3333333333333,1934.0,788.0,,,,,,,0.5757575757575758,0.972347913524384
2023-01-05,eastus,Storage,94,1694,228,95.31,1.05,False,3,1,1,0,77.0,634.0,93.0,1767.0,,,85.33333333333333,94.0,77.0,1032.3333333333333,1694.0,634.0,,,,,,,0.9494949494949496,0.8504016064257028
2023-01-05,northeurope,VM,77,1551,307,95.31,1.05,False,3,1,1,0,50.0,1112.0,51.0,1863.0,,,73.66666666666667,94.0,50.0,1409.0,1564.0,1112.0,,,,,,,0.7777777777777778,0.7778335005015045
2023-01-05,northeurope,Storage,93,1863,485,95.31,1.05,False,3,1,1,0,50.0,1528.0,96.0,1455.0,,,69.0,93.0,50.0,1318.3333333333333,1863.0,564.0,,,,,,,0.9489795918367347,0.9485743380855396
2023-01-05,northeurope,Container,60,1871,430,95.31,1.05,False,3,1,1,0,63.0,1370.0,96.0,534.0,,,65.33333333333333,73.0,60.0,1631.0,1871.0,1370.0,,,,,,,0.6060606060606061,0.9468623481781376
2023-01-05,eastus,VM,81,984,430,95.31,1.05,False,3,1,1,0,91.0,730.0,96.0,1457.0,,,88.33333333333333,93.0,81.0,791.6666666666666,984.0,661.0,,,,,,,0.8181818181818182,0.4939759036144578
2023-01-05,eastus,Container,85,1024,359,95.31,1.05,False,3,1,1,0,57.0,1279.0,86.0,1146.0,,,66.33333333333333,85.0,57.0,1429.3333333333333,1985.0,1024.0,,,,,,,0.8585858585858586,0.5132832080200501
2023-01-05,southeastasia,Storage,62,1782,397,95.31,1.05,False,3,1,1,0,75.0,1391.0,55.0,1065.0,,,67.66666666666667,75.0,62.0,1354.6666666666667,1782.0,891.0,,,,,,,0.6262626262626263,0.914315033350436
2023-01-05,westus,VM,56,1766,285,95.31,1.05,False,3,1,1,0,97.0,1002.0,58.0,666.0,,,80.66666666666667,97.0,56.0,1329.0,1766.0,1002.0,,,,,,,0.5656565656565656,0.8892245720040282
2023-01-05,westus,Container,94,1512,333,95.31,1.05,False,3,1,1,0,93.0,1225.0,99.0,1276.0,,,86.66666666666667,94.0,73.0,1151.0,1512.0,716.0,,,,,,,0.9494949494949496,0.7613293051359517
2023-01-05,westus,Storage,77,1077,369,95.31,1.05,False,3,1,1,0,73.0,1304.0,53.0,1100.0,,,72.33333333333333,77.0,67.0,1253.0,1378.0,1077.0,,,,,,,0.7777777777777778,0.5478128179043744
2023-01-05,southeastasia,VM,82,1908,482,95.31,1.05,False,3,1,1,0,58.0,706.0,66.0,1911.0,,,71.0,82.0,58.0,1400.0,1908.0,706.0,,,,,,,0.8282828282828283,0.9616935483870968
2023-01-06,eastus,Storage,93,1163,359,95.37,0.95,False,4,1,1,0,94.0,1694.0,85.0,769.0,,,88.0,94.0,77.0,1163.6666666666667,1694.0,634.0,,,,,,,0.9393939393939394,0.5838353413654619
2023-01-06,northeurope,Storage,77,1354,423,95.37,0.95,False,4,1,1,0,93.0,1863.0,64.0,564.0,,,73.33333333333333,93.0,50.0,1581.6666666666667,1863.0,1354.0,,,,,,,0.7857142857142857,0.6894093686354379
2023-01-06,southeastasia,Container,53,1962,402,95.37,0.95,False,4,1,1,0,57.0,1934.0,84.0,788.0,,,63.66666666666666,81.0,53.0,1712.6666666666667,1962.0,1242.0,,,,,,,0.5353535353535354,0.986425339366516
2023-01-06,eastus,Container,81,1995,432,95.37,0.95,False,4,1,1,0,85.0,1024.0,57.0,1985.0,,,74.33333333333333,85.0,57.0,1432.6666666666667,1995.0,1024.0,,,,,,,0.8181818181818182,1.0
2023-01-06,westus,Container,86,1451,280,95.37,0.95,False,4,1,1,0,94.0,1512.0,73.0,716.0,,,91.0,94.0,86.0,1396.0,1512.0,1225.0,,,,,,,0.8686868686868687,0.7306143001007049
2023-01-06,northeurope,Container,82,884,325,95.37,0.95,False,4,1,1,0,60.0,1871.0,73.0,1652.0,,,68.33333333333333,82.0,60.0,1375.0,1871.0,884.0,,,,,,,0.8282828282828283,0.4473684210526316
2023-01-06,westus,VM,98,941,251,95.37,0.95,False,4,1,1,0,56.0,1766.0,89.0,1219.0,,,83.66666666666667,98.0,56.0,1236.3333333333333,1766.0,941.0,,,,,,,0.98989898989899,0.4738167170191339
2023-01-06,northeurope,VM,98,501,329,95.37,0.95,False,4,1,1,0,77.0,1551.0,94.0,1564.0,,,75.0,98.0,50.0,1054.6666666666667,1551.0,501.0,,,,,,,0.98989898989899,0.2512537612838516
2023-01-06,eastus,VM,86,1748,433,95.37,0.95,False,4,1,1,0,81.0,984.0,93.0,661.0,,,86.0,91.0,81.0,1154.0,1748.0,730.0,,,,,,,0.8686868686868687,0.8775100401606426
2023-01-06,southeastasia,Storage,75,1939,446,95.37,0.95,False,4,1,1,0,62.0,1782.0,66.0,891.0,,,70.66666666666667,75.0,62.0,1704.0,1939.0,1391.0,,,,,,,0.7575757575757576,0.9948691636736788
2023-01-06,westus,Storage,61,1909,312,95.37,0.95,False,4,1,1,0,77.0,1077.0,67.0,1378.0,,,70.33333333333333,77.0,61.0,1430.0,1909.0,1077.0,,,,,,,0.6161616161616161,0.9710071210579858
2023-01-06,southeastasia,VM,51,1576,371,95.37,0.95,False,4,1,1,0,82.0,1908.0,73.0,1586.0,,,63.66666666666666,82.0,51.0,1396.6666666666667,1908.0,706.0,,,,,,,0.5151515151515151,0.7943548387096774
2023-01-07,westus,VM,65,1108,400,102.42,0.81,True,5,1,1,1,98.0,941.0,97.0,1002.0,,,73.0,98.0,56.0,1271.6666666666667,1766.0,941.0,74.71428571428571,98.0,56.0,1240.571428571429,1982.0,666.0,0.6565656565656566,0.5579053373615307
2023-01-07,westus,Container,69,1263,346,102.42,0.81,True,5,1,1,1,86.0,1451.0,93.0,1225.0,,,83.0,94.0,69.0,1408.6666666666667,1512.0,1263.0,80.85714285714286,99.0,52.0,1325.0,1832.0,716.0,0.696969696969697,0.6359516616314199
2023-01-07,northeurope,VM,69,1363,398,102.42,0.81,True,5,1,1,1,98.0,501.0,50.0,1112.0,,,81.33333333333333,98.0,69.0,1138.3333333333333,1551.0,501.0,73.14285714285714,98.0,50.0,1413.0,1937.0,501.0,0.696969696969697,0.6835506519558676
2023-01-07,eastus,Storage,73,1383,297,102.42,0.81,True,5,1,1,1,93.0,1163.0,77.0,634.0,,,86.66666666666667,94.0,73.0,1413.3333333333333,1694.0,1163.0,86.71428571428571,94.0,73.0,1286.428571428571,1767.0,634.0,0.7373737373737373,0.6942771084337349
2023-01-07,southeastasia,Storage,80,1821,298,102.42,0.81,True,5,1,1,1,75.0,1939.0,75.0,1391.0,,,72.33333333333333,80.0,62.0,1847.3333333333333,1939.0,1782.0,69.85714285714286,80.0,55.0,1495.857142857143,1939.0,891.0,0.8080808080808081,0.9343252950230888
2023-01-07,southeastasia,Container,56,643,311,102.42,0.81,True,5,1,1,1,53.0,1962.0,81.0,1242.0,,,55.333333333333336,57.0,53.0,1513.0,1962.0,643.0,65.85714285714286,84.0,53.0,1281.428571428571,1962.0,643.0,0.5656565656565656,0.3232780291603821
2023-01-07,northeurope,Container,88,837,328,102.42,0.81,True,5,1,1,1,82.0,884.0,63.0,1370.0,,,76.66666666666667,88.0,60.0,1197.3333333333333,1871.0,837.0,77.71428571428571,96.0,60.0,1158.142857142857,1871.0,534.0,0.8888888888888888,0.423582995951417
2023-01-07,westus,Storage,55,963,458,102.42,0.81,True,5,1,1,1,61.0,1909.0,73.0,1304.0,,,64.33333333333333,77.0,55.0,1316.3333333333333,1909.0,963.0,67.28571428571429,85.0,53.0,1300.2857142857142,1909.0,963.0,0.5555555555555556,0.4898270600203459
2023-01-07,eastus,Container,55,1481,439,102.42,0.81,True,5,1,1,1,81.0,1995.0,57.0,1279.0,,,73.66666666666667,85.0,55.0,1500.0,1995.0,1024.0,70.14285714285714,86.0,55.0,1361.571428571429,1995.0,621.0,0.5555555555555556,0.7423558897243108
2023-01-07,eastus,VM,66,1266,493,102.42,0.81,True,5,1,1,1,86.0,1748.0,91.0,730.0,,,77.66666666666667,86.0,66.0,1332.6666666666667,1748.0,984.0,85.85714285714286,96.0,66.0,1257.857142857143,1959.0,661.0,0.6666666666666666,0.6355421686746988
2023-01-07,southeastasia,VM,60,972,350,102.42,0.81,True,5,1,1,1,51.0,1576.0,58.0,706.0,,,64.33333333333333,82.0,51.0,1485.3333333333333,1908.0,972.0,69.0,93.0,51.0,1430.7142857142858,1911.0,706.0,0.6060606060606061,0.4899193548387097
2023-01-07,northeurope,Storage,90,1428,327,102.42,0.81,True,5,1,1,1,77.0,1354.0,50.0,1528.0,,,86.66666666666667,93.0,77.0,1548.3333333333333,1863.0,1354.0,74.42857142857143,96.0,50.0,1415.2857142857142,1863.0,564.0,0.9183673469387756,0.7270875763747454
2023-01-08,northeurope,Storage,98,1943,303,82.75,0.94,True,6,1,1,1,90.0,1428.0,93.0,1863.0,51.0,1715.0,88.33333333333333,98.0,77.0,1575.0,1943.0,1354.0,81.14285714285714,98.0,50.0,1447.857142857143,1943.0,564.0,1.0,0.9893075356415478
2023-01-08,westus,Container,69,651,253,82.75,0.94,True,6,1,1,1,69.0,1263.0,94.0,1512.0,52.0,1832.0,74.66666666666667,86.0,69.0,1121.6666666666667,1451.0,651.0,83.28571428571429,99.0,69.0,1156.2857142857142,1512.0,651.0,0.696969696969697,0.3277945619335347
2023-01-08,northeurope,Container,69,753,426,82.75,0.94,True,6,1,1,1,88.0,837.0,60.0,1871.0,82.0,959.0,79.66666666666667,88.0,69.0,824.6666666666666,884.0,753.0,75.85714285714286,96.0,60.0,1128.7142857142858,1871.0,534.0,0.696969696969697,0.3810728744939271
2023-01-08,westus,Storage,97,707,330,82.75,0.94,True,6,1,1,1,55.0,963.0,77.0,1077.0,85.0,1371.0,71.0,97.0,55.0,1193.0,1909.0,707.0,69.0,97.0,53.0,1205.428571428571,1909.0,707.0,0.9797979797979798,0.3596134282807731
2023-01-08,eastus,VM,98,501,453,82.75,0.94,True,6,1,1,1,66.0,1266.0,81.0,984.0,88.0,1959.0,83.33333333333333,98.0,66.0,1171.6666666666667,1748.0,501.0,87.28571428571429,98.0,66.0,1049.571428571429,1748.0,501.0,0.98989898989899,0.2515060240963855
2023-01-08,southeastasia,Storage,74,1413,393,82.75,0.94,True,6,1,1,1,80.0,1821.0,62.0,1782.0,76.0,1582.0,76.33333333333333,80.0,74.0,1724.3333333333333,1939.0,1413.0,69.57142857142857,80.0,55.0,1471.7142857142858,1939.0,891.0,0.7474747474747475,0.7249871729091842
2023-01-08,eastus,Storage,61,952,236,82.75,0.94,True,6,1,1,1,73.0,1383.0,94.0,1694.0,92.0,1595.0,75.66666666666667,93.0,61.0,1166.0,1383.0,952.0,82.28571428571429,94.0,61.0,1194.571428571429,1767.0,634.0,0.6161616161616161,0.4779116465863454
2023-01-08,northeurope,VM,82,1127,274,82.75,0.94,True,6,1,1,1,69.0,1363.0,77.0,1551.0,73.0,1937.0,83.0,98.0,69.0,997.0,1363.0,501.0,74.42857142857143,98.0,50.0,1297.2857142857142,1863.0,501.0,0.8282828282828283,0.5651955867602808
2023-01-08,westus,VM,90,1622,346,82.75,0.94,True,6,1,1,1,65.0,1108.0,56.0,1766.0,60.0,1982.0,84.33333333333333,98.0,65.0,1223.6666666666667,1622.0,941.0,79.0,98.0,56.0,1189.142857142857,1766.0,666.0,0.9090909090909092,0.8167170191339376
2023-01-08,eastus,Container,81,1514,208,82.75,0.94,True,6,1,1,1,55.0,1481.0,85.0,1024.0,70.0,621.0,72.33333333333333,81.0,55.0,1663.3333333333333,1995.0,1481.0,71.71428571428571,86.0,55.0,1489.142857142857,1995.0,1024.0,0.8181818181818182,0.7588972431077694
2023-01-08,southeastasia,VM,97,1009,298,82.75,0.94,True,6,1,1,1,60.0,972.0,82.0,1908.0,93.0,1356.0,69.33333333333333,97.0,51.0,1185.6666666666667,1576.0,972.0,69.57142857142857,97.0,51.0,1381.142857142857,1911.0,706.0,0.9797979797979798,0.5085685483870968
2023-01-08,southeastasia,Container,84,1456,368,82.75,0.94,True,6,1,1,1,56.0,643.0,57.0,1934.0,77.0,1199.0,64.33333333333333,84.0,53.0,1353.6666666666667,1962.0,643.0,66.85714285714286,84.0,53.0,1318.142857142857,1962.0,643.0,0.8484848484848485,0.7320261437908496
2023-01-09,southeastasia,Container,98,516,371,89.87,1.03,False,0,1,1,0,84.0,1456.0,53.0,1962.0,53.0,1202.0,79.33333333333333,98.0,56.0,871.6666666666666,1456.0,516.0,73.28571428571429,98.0,53.0,1220.142857142857,1962.0,516.0,0.98989898989899,0.2594268476621418
2023-01-09,northeurope,Storage,76,526,425,89.87,1.03,False,0,1,1,0,98.0,1943.0,77.0,1354.0,96.0,1455.0,88.0,98.0,76.0,1299.0,1943.0,526.0,78.28571428571429,98.0,50.0,1315.142857142857,1943.0,526.0,0.7755102040816326,0.2678207739307535
2023-01-09,eastus,Storage,82,897,476,89.87,1.03,False,0,1,1,0,61.0,952.0,93.0,1163.0,93.0,1767.0,72.0,82.0,61.0,1077.3333333333333,1383.0,897.0,80.71428571428571,94.0,61.0,1070.2857142857142,1694.0,634.0,0.8282828282828283,0.4503012048192771
2023-01-09,westus,Storage,82,1187,221,89.87,1.03,False,0,1,1,0,97.0,707.0,61.0,1909.0,53.0,1100.0,78.0,97.0,55.0,952.3333333333334,1187.0,707.0,73.14285714285714,97.0,55.0,1217.857142857143,1909.0,707.0,0.8282828282828283,0.603763987792472
2023-01-09,southeastasia,VM,77,1378,346,89.87,1.03,False,0,1,1,0,97.0,1009.0,51.0,1576.0,66.0,1911.0,78.0,97.0,60.0,1119.6666666666667,1378.0,972.0,71.14285714285714,97.0,51.0,1305.0,1908.0,706.0,0.7777777777777778,0.6945564516129032
2023-01-09,eastus,VM,85,660,267,89.87,1.03,False,0,1,1,0,98.0,501.0,86.0,1748.0,96.0,1457.0,83.0,98.0,66.0,809.0,1266.0,501.0,85.71428571428571,98.0,66.0,935.7142857142856,1748.0,501.0,0.8585858585858586,0.3313253012048193
2023-01-09,northeurope,VM,94,1062,463,89.87,1.03,False,0,1,1,0,82.0,1127.0,98.0,501.0,51.0,1863.0,81.66666666666667,94.0,69.0,1184.0,1363.0,1062.0,80.57142857142857,98.0,50.0,1182.857142857143,1564.0,501.0,0.9494949494949496,0.5325977933801405
2023-01-09,westus,VM,52,900,327,89.87,1.03,False,0,1,1,0,90.0,1622.0,98.0,941.0,58.0,666.0,69.0,90.0,52.0,1210.0,1622.0,900.0,78.14285714285714,98.0,52.0,1222.571428571429,1766.0,900.0,0.5252525252525253,0.4531722054380664
2023-01-09,eastus,Container,97,1915,334,89.87,1.03,False,0,1,1,0,81.0,1514.0,81.0,1995.0,86.0,1146.0,77.66666666666667,97.0,55.0,1636.6666666666667,1915.0,1481.0,73.28571428571429,97.0,55.0,1599.0,1995.0,1024.0,0.9797979797979798,0.9598997493734336
2023-01-09,southeastasia,Storage,53,1046,391,89.87,1.03,False,0,1,1,0,74.0,1413.0,75.0,1939.0,55.0,1065.0,69.0,80.0,53.0,1426.6666666666667,1821.0,1046.0,69.28571428571429,80.0,53.0,1469.0,1939.0,891.0,0.5353535353535354,0.5366854797331965
2023-01-09,northeurope,Container,70,1297,296,89.87,1.03,False,0,1,1,0,69.0,753.0,82.0,884.0,96.0,534.0,75.66666666666667,88.0,69.0,962.3333333333334,1297.0,753.0,72.14285714285714,88.0,60.0,1237.7142857142858,1871.0,753.0,0.7070707070707071,0.6563765182186235
2023-01-09,westus,Container,95,537,429,89.87,1.03,False,0,1,1,0,69.0,651.0,86.0,1451.0,99.0,1276.0,77.66666666666667,95.0,69.0,817.0,1263.0,537.0,82.71428571428571,95.0,69.0,1050.7142857142858,1512.0,537.0,0.9595959595959596,0.270392749244713
2023-01-10,northeurope,Storage,74,1065,257,90.92,0.86,False,1,1,1,0,76.0,526.0,90.0,1428.0,64.0,564.0,82.66666666666667,98.0,74.0,1178.0,1943.0,526.0,79.71428571428571,98.0,50.0,1386.7142857142858,1943.0,526.0,0.7551020408163265,0.5422606924643585
2023-01-10,westus,Storage,82,1639,390,90.92,0.86,False,1,1,1,0,82.0,1187.0,55.0,963.0,67.0,1378.0,87.0,97.0,82.0,1177.6666666666667,1639.0,707.0,75.28571428571429,97.0,55.0,1255.142857142857,1909.0,707.0,0.8282828282828283,0.8336724313326551
2023-01-10,southeastasia,Container,89,1916,498,90.92,0.86,False,1,1,1,0,98.0,516.0,56.0,643.0,84.0,788.0,90.33333333333331,98.0,84.0,1296.0,1916.0,516.0,74.0,98.0,53.0,1381.2857142857142,1962.0,516.0,0.898989898989899,0.963298139768728
2023-01-10,southeastasia,Storage,51,654,472,90.92,0.86,False,1,1,1,0,53.0,1046.0,80.0,1821.0,66.0,891.0,59.333333333333336,74.0,51.0,1037.6666666666667,1413.0,654.0,67.14285714285714,80.0,51.0,1435.142857142857,1939.0,654.0,0.5151515151515151,0.3355566957414058
2023-01-10,southeastasia,VM,99,1811,350,90.92,0.86,False,1,1,1,0,77.0,1378.0,60.0,972.0,73.0,1586.0,91.0,99.0,77.0,1399.3333333333333,1811.0,1009.0,74.85714285714286,99.0,51.0,1337.142857142857,1908.0,706.0,1.0,0.9128024193548387
