date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,cpu_utilization,storage_efficiency,month,day_of_week,is_weekend,quarter,cpu_lag_1,cpu_lag_7,cpu_rolling_7,cpu_rolling_30
2023-01-02,West US,VM,58,666,473,106.48,1.15,0,0.5858585858585859,0.33383458646616543,1,0,0,1,53.0,53.0,66.42857142857143,72.04761904761905
2023-01-02,East US,Storage,93,1767,330,106.48,1.15,0,0.9393939393939394,0.8857142857142857,1,0,0,1,58.0,55.0,71.85714285714286,73.0
2023-01-02,East US,VM,96,1457,250,106.48,1.15,0,0.9696969696969697,0.7303258145363408,1,0,0,1,93.0,66.0,76.14285714285714,74.0
2023-01-02,West US,Container,99,1276,252,106.48,1.15,0,1.0,0.6395989974937344,1,0,0,1,96.0,96.0,76.57142857142857,75.04166666666667
2023-01-03,North Europe,Storage,64,564,208,97.66,0.98,0,0.6464646464646465,0.28270676691729324,1,1,0,1,99.0,51.0,78.42857142857143,74.6
2023-01-03,Southeast Asia,Container,84,788,460,97.66,0.98,0,0.8484848484848485,0.3949874686716792,1,1,0,1,64.0,86.0,78.14285714285714,74.96153846153847
2023-01-03,Southeast Asia,Storage,66,891,362,97.66,0.98,0,0.6666666666666666,0.44661654135338347,1,1,0,1,84.0,53.0,80.0,74.62962962962963
2023-01-03,Southeast Asia,VM,73,1586,338,97.66,0.98,0,0.7373737373737373,0.7949874686716792,1,1,0,1,66.0,58.0,82.14285714285714,74.57142857142857
2023-01-03,North Europe,VM,94,1564,356,97.66,0.98,0,0.9494949494949495,0.7839598997493734,1,1,0,1,73.0,93.0,82.28571428571429,75.24137931034483
2023-01-03,North Europe,Container,73,1652,335,97.66,0.98,0,0.7373737373737373,0.8280701754385965,1,1,0,1,94.0,96.0,79.0,75.16666666666667
2023-01-03,West US,Storage,67,1378,252,97.66,0.98,0,0.6767676767676768,0.6907268170426065,1,1,0,1,73.0,99.0,74.42857142857143,74.46666666666667
2023-01-03,West US,VM,89,1219,436,97.66,0.98,0,0.898989898989899,0.6110275689223058,1,1,0,1,67.0,64.0,78.0,74.86666666666666
2023-01-03,West US,Container,73,716,451,97.66,0.98,0,0.7373737373737373,0.35889724310776944,1,1,0,1,89.0,84.0,76.42857142857143,74.76666666666667
2023-01-03,East US,Container,57,1985,414,97.66,0.98,0,0.5757575757575758,0.9949874686716792,1,1,0,1,73.0,66.0,75.14285714285714,73.56666666666666
2023-01-03,East US,Storage,85,769,470,97.66,0.98,0,0.8585858585858586,0.3854636591478697,1,1,0,1,57.0,73.0,76.85714285714286,74.7
2023-01-03,East US,VM,93,661,401,97.66,0.98,0,0.9393939393939394,0.331328320802005,1,1,0,1,85.0,94.0,76.71428571428571,75.36666666666666
2023-01-04,Southeast Asia,Storage,75,1391,378,115.79,1.08,0,0.7575757575757576,0.6972431077694236,1,2,0,1,93.0,73.0,77.0,75.13333333333334
2023-01-04,Southeast Asia,VM,58,706,214,115.79,1.08,0,0.5858585858585859,0.35388471177944864,1,2,0,1,75.0,67.0,75.71428571428571,74.23333333333333
2023-01-04,North Europe,Container,63,1370,482,115.79,1.08,0,0.6363636363636364,0.6867167919799498,1,2,0,1,58.0,89.0,72.0,74.33333333333333
2023-01-04,North Europe,Storage,50,1528,417,115.79,1.08,0,0.5050505050505051,0.7659147869674185,1,2,0,1,63.0,73.0,68.71428571428571,73.66666666666667
2023-01-04,North Europe,VM,50,1112,330,115.79,1.08,0,0.5050505050505051,0.5573934837092732,1,2,0,1,50.0,57.0,67.71428571428571,72.26666666666667
2023-01-04,Southeast Asia,Container,81,1242,440,115.79,1.08,0,0.8181818181818182,0.6225563909774436,1,2,0,1,50.0,85.0,67.14285714285714,73.23333333333333
2023-01-04,West US,Storage,73,1304,298,115.79,1.08,0,0.7373737373737373,0.6536340852130326,1,2,0,1,81.0,93.0,64.28571428571429,72.46666666666667
2023-01-04,West US,VM,97,1002,261,115.79,1.08,0,0.9797979797979798,0.5022556390977444,1,2,0,1,73.0,75.0,67.42857142857143,73.93333333333334
2023-01-04,East US,Container,57,1279,232,115.79,1.08,0,0.5757575757575758,0.6411027568922306,1,2,0,1,97.0,58.0,67.28571428571429,74.0
2023-01-04,East US,Storage,77,634,400,115.79,1.08,0,0.7777777777777778,0.31779448621553885,1,2,0,1,57.0,63.0,69.28571428571429,74.36666666666666
2023-01-04,East US,VM,91,730,240,115.79,1.08,0,0.9191919191919192,0.3659147869674185,1,2,0,1,77.0,50.0,75.14285714285714,74.2
2023-01-04,West US,Container,93,1225,234,115.79,1.08,0,0.9393939393939394,0.6140350877192983,1,2,0,1,91.0,50.0,81.28571428571429,75.6
2023-01-05,Southeast Asia,Container,57,1934,336,95.31,1.05,0,0.5757575757575758,0.9694235588972431,1,3,0,1,93.0,81.0,77.85714285714286,74.63333333333334
2023-01-05,Southeast Asia,Storage,62,1782,397,95.31,1.05,0,0.6262626262626263,0.8932330827067669,1,3,0,1,57.0,73.0,76.28571428571429,74.93333333333334
2023-01-05,Southeast Asia,VM,82,1908,482,95.31,1.05,0,0.8282828282828283,0.956390977443609,1,3,0,1,62.0,97.0,74.14285714285714,75.73333333333333
2023-01-05,North Europe,Container,60,1871,430,95.31,1.05,0,0.6060606060606061,0.937844611528822,1,3,0,1,82.0,57.0,74.57142857142857,74.63333333333334
2023-01-05,North Europe,Storage,93,1863,485,95.31,1.05,0,0.9393939393939394,0.9338345864661655,1,3,0,1,60.0,77.0,76.85714285714286,74.53333333333333
2023-01-05,North Europe,VM,77,1551,307,95.31,1.05,0,0.7777777777777778,0.7774436090225564,1,3,0,1,93.0,91.0,74.85714285714286,73.8
2023-01-05,West US,Container,94,1512,333,95.31,1.05,0,0.9494949494949495,0.7578947368421053,1,3,0,1,77.0,93.0,75.0,74.8
2023-01-05,West US,VM,56,1766,285,95.31,1.05,0,0.5656565656565656,0.8852130325814537,1,3,0,1,94.0,57.0,74.85714285714286,73.86666666666666
2023-01-05,East US,Container,85,1024,359,95.31,1.05,0,0.8585858585858586,0.5132832080200501,1,3,0,1,56.0,62.0,78.14285714285714,74.5
2023-01-05,East US,Storage,94,1694,228,95.31,1.05,0,0.9494949494949495,0.8491228070175438,1,3,0,1,85.0,82.0,79.85714285714286,75.2
2023-01-05,East US,VM,81,984,430,95.31,1.05,0,0.8181818181818182,0.4932330827067669,1,3,0,1,94.0,60.0,82.85714285714286,74.76666666666667
2023-01-05,West US,Storage,77,1077,369,95.31,1.05,0,0.7777777777777778,0.5398496240601504,1,3,0,1,81.0,93.0,80.57142857142857,74.9
2023-01-06,North Europe,Storage,77,1354,423,95.37,0.95,0,0.7777777777777778,0.6786967418546366,1,4,0,1,77.0,77.0,80.57142857142857,75.23333333333333
2023-01-06,Southeast Asia,Container,53,1962,402,95.37,0.95,0,0.5353535353535354,0.9834586466165414,1,4,0,1,77.0,94.0,74.71428571428571,74.03333333333333
2023-01-06,Southeast Asia,Storage,75,1939,446,95.37,0.95,0,0.7575757575757576,0.9719298245614035,1,4,0,1,53.0,56.0,77.42857142857143,74.1
2023-01-06,Southeast Asia,VM,51,1576,371,95.37,0.95,0,0.5151515151515151,0.7899749373433584,1,4,0,1,75.0,85.0,72.57142857142857,73.9
2023-01-06,North Europe,VM,98,501,329,95.37,0.95,0,0.98989898989899,0.2511278195488722,1,4,0,1,51.0,94.0,73.14285714285714,74.33333333333333
2023-01-06,North Europe,Container,82,884,325,95.37,0.95,0,0.8282828282828283,0.4431077694235589,1,4,0,1,98.0,81.0,73.28571428571429,73.96666666666667
2023-01-06,West US,Storage,61,1909,312,95.37,0.95,0,0.6161616161616161,0.9568922305764411,1,4,0,1,82.0,77.0,71.0,73.5
2023-01-06,East US,VM,86,1748,433,95.37,0.95,0,0.8686868686868687,0.8761904761904762,1,4,0,1,61.0,77.0,72.28571428571429,74.43333333333334
2023-01-06,East US,Storage,93,1163,359,95.37,0.95,0,0.9393939393939394,0.5829573934837092,1,4,0,1,86.0,53.0,78.0,75.43333333333334
2023-01-06,West US,Container,86,1451,280,95.37,0.95,0,0.8686868686868687,0.7273182957393484,1,4,0,1,93.0,75.0,79.57142857142857,76.63333333333334
2023-01-06,West US,VM,98,941,251,95.37,0.95,0,0.98989898989899,0.4716791979949875,1,4,0,1,86.0,51.0,86.28571428571429,78.23333333333333
2023-01-06,East US,Container,81,1995,432,95.37,0.95,0,0.8181818181818182,1.0,1,4,0,1,98.0,98.0,83.85714285714286,78.23333333333333
2023-01-07,Southeast Asia,Container,56,643,311,102.42,0.81,1,0.5656565656565656,0.3223057644110276,1,5,1,1,81.0,82.0,80.14285714285714,77.66666666666667
2023-01-07,Southeast Asia,Storage,80,1821,298,102.42,0.81,1,0.8080808080808081,0.912781954887218,1,5,1,1,56.0,61.0,82.85714285714286,77.1
2023-01-07,Southeast Asia,VM,60,972,350,102.42,0.81,1,0.6060606060606061,0.48721804511278194,1,5,1,1,80.0,86.0,79.14285714285714,77.2
2023-01-07,North Europe,Container,88,837,328,102.42,0.81,1,0.8888888888888888,0.4195488721804511,1,5,1,1,60.0,93.0,78.42857142857143,77.56666666666666
2023-01-07,North Europe,VM,69,1363,398,102.42,0.81,1,0.696969696969697,0.6832080200501253,1,5,1,1,88.0,86.0,76.0,76.83333333333333
2023-01-07,North Europe,Storage,90,1428,327,102.42,0.81,1,0.9090909090909091,0.7157894736842105,1,5,1,1,69.0,98.0,74.85714285714286,76.73333333333333
2023-01-07,West US,Storage,55,963,458,102.42,0.81,1,0.5555555555555556,0.48270676691729325,1,5,1,1,90.0,81.0,71.14285714285714,76.66666666666667
2023-01-07,West US,VM,65,1108,400,102.42,0.81,1,0.6565656565656566,0.5553884711779449,1,5,1,1,55.0,56.0,72.42857142857143,76.76666666666667
2023-01-07,East US,Container,55,1481,439,102.42,0.81,1,0.5555555555555556,0.7423558897243108,1,5,1,1,65.0,80.0,68.85714285714286,75.86666666666666
2023-01-07,East US,Storage,73,1383,297,102.42,0.81,1,0.7373737373737373,0.6932330827067669,1,5,1,1,55.0,60.0,70.71428571428571,76.3
2023-01-07,East US,VM,66,1266,493,102.42,0.81,1,0.6666666666666666,0.6345864661654136,1,5,1,1,73.0,88.0,67.57142857142857,75.4
2023-01-07,West US,Container,69,1263,346,102.42,0.81,1,0.696969696969697,0.6330827067669172,1,5,1,1,66.0,69.0,67.57142857142857,75.13333333333334
2023-01-08,North Europe,Storage,98,1943,303,82.75,0.94,1,0.98989898989899,0.9739348370927319,1,6,1,1,69.0,90.0,68.71428571428571,75.26666666666667
2023-01-08,Southeast Asia,Container,84,1456,368,82.75,0.94,1,0.8484848484848485,0.7298245614035088,1,6,1,1,98.0,55.0,72.85714285714286,76.2
2023-01-08,Southeast Asia,Storage,74,1413,393,82.75,0.94,1,0.7474747474747475,0.7082706766917293,1,6,1,1,84.0,65.0,74.14285714285714,75.83333333333333
2023-01-08,Southeast Asia,VM,97,1009,298,82.75,0.94,1,0.9797979797979798,0.505764411027569,1,6,1,1,74.0,55.0,80.14285714285714,75.93333333333334
2023-01-08,North Europe,Container,69,753,426,82.75,0.94,1,0.696969696969697,0.3774436090225564,1,6,1,1,97.0,73.0,79.57142857142857,75.53333333333333
2023-01-08,North Europe,VM,82,1127,274,82.75,0.94,1,0.8282828282828283,0.5649122807017544,1,6,1,1,69.0,66.0,81.85714285714286,75.7
2023-01-08,East US,Storage,61,952,236,82.75,0.94,1,0.6161616161616161,0.47719298245614034,1,6,1,1,82.0,69.0,80.71428571428571,75.16666666666667
2023-01-08,West US,Storage,97,707,330,82.75,0.94,1,0.9797979797979798,0.3543859649122807,1,6,1,1,61.0,98.0,80.57142857142857,76.63333333333334
2023-01-08,West US,VM,90,1622,346,82.75,0.94,1,0.9090909090909091,0.8130325814536341,1,6,1,1,97.0,84.0,81.42857142857143,77.13333333333334
2023-01-08,East US,Container,81,1514,208,82.75,0.94,1,0.8181818181818182,0.7588972431077694,1,6,1,1,90.0,74.0,82.42857142857143,78.13333333333334
2023-01-08,East US,VM,98,501,453,82.75,0.94,1,0.98989898989899,0.2511278195488722,1,6,1,1,81.0,97.0,82.57142857142857,78.13333333333334
2023-01-08,West US,Container,69,651,253,82.75,0.94,1,0.696969696969697,0.3263157894736842,1,6,1,1,98.0,69.0,82.57142857142857,77.7
2023-01-09,North Europe,VM,94,1062,463,89.87,1.03,0,0.9494949494949495,0.5323308270676692,1,0,0,1,69.0,82.0,84.28571428571429,78.8
2023-01-09,Southeast Asia,Storage,53,1046,391,89.87,1.03,0,0.5353535353535354,0.5243107769423558,1,0,0,1,94.0,61.0,83.14285714285714,77.7
2023-01-09,Southeast Asia,VM,77,1378,346,89.87,1.03,0,0.7777777777777778,0.6907268170426065,1,0,0,1,53.0,97.0,80.28571428571429,77.16666666666667
2023-01-09,North Europe,Container,70,1297,296,89.87,1.03,0,0.7070707070707071,0.650125313283208,1,0,0,1,77.0,90.0,77.42857142857143,76.63333333333334
2023-01-09,North Europe,Storage,76,526,425,89.87,1.03,0,0.7676767676767676,0.2636591478696742,1,0,0,1,70.0,81.0,76.71428571428571,75.9
2023-01-09,Southeast Asia,Container,98,516,371,89.87,1.03,0,0.98989898989899,0.2586466165413534,1,0,0,1,76.0,98.0,76.71428571428571,76.46666666666667
2023-01-09,West US,Container,95,537,429,89.87,1.03,0,0.9595959595959596,0.26917293233082706,1,0,0,1,98.0,69.0,80.42857142857143,77.76666666666667
2023-01-09,West US,VM,52,900,327,89.87,1.03,0,0.5252525252525253,0.45112781954887216,1,0,0,1,95.0,94.0,74.42857142857143,76.83333333333333
2023-01-09,East US,Container,97,1915,334,89.87,1.03,0,0.9797979797979798,0.9598997493734336,1,0,0,1,52.0,53.0,80.71428571428571,78.06666666666666
2023-01-09,East US,Storage,82,897,476,89.87,1.03,0,0.8282828282828283,0.4496240601503759,1,0,0,1,97.0,77.0,81.42857142857143,77.86666666666666
2023-01-09,East US,VM,85,660,267,89.87,1.03,0,0.8585858585858586,0.3308270676691729,1,0,0,1,82.0,70.0,83.57142857142857,78.4
2023-01-09,West US,Storage,82,1187,221,89.87,1.03,0,0.8282828282828283,0.5949874686716792,1,0,0,1,85.0,76.0,84.42857142857143,78.13333333333334
2023-01-10,Southeast Asia,Container,89,1916,498,90.92,0.86,0,0.898989898989899,0.9604010025062657,1,1,0,1,82.0,98.0,83.14285714285714,79.26666666666667
2023-01-10,Southeast Asia,Storage,51,654,472,90.92,0.86,0,0.5151515151515151,0.32781954887218046,1,1,0,1,89.0,95.0,76.85714285714286,78.8
2023-01-10,Southeast Asia,VM,99,1811,350,90.92,0.86,0,1.0,0.9077694235588972,1,1,0,1,51.0,52.0,83.57142857142857,80.26666666666667
2023-01-10,North Europe,Container,52,1185,479,90.92,0.86,0,0.5252525252525253,0.5939849624060151,1,1,0,1,99.0,97.0,77.14285714285714,79.56666666666666
2023-01-10,North Europe,Storage,74,1065,257,90.92,0.86,0,0.7474747474747475,0.5338345864661654,1,1,0,1,52.0,82.0,76.0,79.83333333333333
2023-01-10,North Europe,VM,52,627,217,90.92,0.86,0,0.5252525252525253,0.3142857142857143,1,1,0,1,74.0,85.0,71.28571428571429,79.26666666666667
2023-01-10,West US,Storage,82,1639,390,90.92,0.86,0,0.8282828282828283,0.8215538847117795,1,1,0,1,52.0,82.0,71.28571428571429,78.73333333333333
2023-01-10,West US,VM,80,1622,387,90.92,0.86,0,0.8080808080808081,0.8130325814536341,1,1,0,1,82.0,89.0,70.0,78.6
2023-01-10,East US,Container,86,779,380,90.92,0.86,0,0.8686868686868687,0.3904761904761905,1,1,0,1,80.0,51.0,75.0,79.0
2023-01-10,East US,Storage,55,598,432,90.92,0.86,0,0.5555555555555556,0.29974937343358393,1,1,0,1,86.0,99.0,68.71428571428571,77.6
2023-01-10,East US,VM,77,657,245,90.92,0.86,0,0.7777777777777778,0.3293233082706767,1,1,0,1,55.0,52.0,72.28571428571429,77.86666666666666
2023-01-10,West US,Container,70,1427,360,90.92,0.86,0,0.7070707070707071,0.7152882205513784,1,1,0,1,77.0,74.0,71.71428571428571,77.46666666666667
2023-01-11,North Europe,Storage,72,1353,250,114.66,0.98,0,0.7272727272727273,0.6781954887218045,1,2,0,1,70.0,52.0,74.57142857142857,77.83333333333333
2023-01-11,Southeast Asia,Container,91,1337,470,114.66,0.98,0,0.9191919191919192,0.6701754385964912,1,2,0,1,72.0,82.0,75.85714285714286,77.63333333333334
2023-01-11,Southeast Asia,Storage,71,804,379,114.66,0.98,0,0.7171717171717171,0.4030075187969925,1,2,0,1,91.0,80.0,74.57142857142857,77.0
2023-01-11,Southeast Asia,VM,71,813,257,114.66,0.98,0,0.7171717171717171,0.4075187969924812,1,2,0,1,71.0,86.0,72.42857142857143,76.66666666666667
2023-01-11,North Europe,Container,74,1074,389,114.66,0.98,0,0.7474747474747475,0.5383458646616541,1,2,0,1,71.0,55.0,75.14285714285714,75.86666666666666
2023-01-11,North Europe,VM,77,1877,487,114.66,0.98,0,0.7777777777777778,0.9408521303258145,1,2,0,1,74.0,77.0,75.14285714285714,76.13333333333334
2023-01-11,East US,VM,97,1562,369,114.66,0.98,0,0.9797979797979798,0.7829573934837093,1,2,0,1,77.0,70.0,79.0,76.23333333333333
2023-01-11,West US,Storage,95,899,341,114.66,0.98,0,0.9595959595959596,0.4506265664160401,1,2,0,1,97.0,72.0,82.28571428571429,77.63333333333334
2023-01-11,West US,VM,69,820,463,114.66,0.98,0,0.696969696969697,0.41102756892230574,1,2,0,1,95.0,91.0,79.14285714285714,77.36666666666666
2023-01-11,East US,Container,56,535,372,114.66,0.98,0,0.5656565656565656,0.2681704260651629,1,2,0,1,69.0,71.0,77.0,76.9
2023-01-11,East US,Storage,75,1420,212,114.66,0.98,0,0.7575757575757576,0.7117794486215538,1,2,0,1,56.0,71.0,77.57142857142857,76.86666666666666
2023-01-11,West US,Container,61,970,342,114.66,0.98,0,0.6161616161616161,0.48621553884711777,1,2,0,1,75.0,74.0,75.71428571428571,75.63333333333334
2023-01-12,North Europe,Storage,68,1581,428,100.68,0.86,0,0.6868686868686869,0.7924812030075188,1,3,0,1,61.0,77.0,74.42857142857143,74.73333333333333
2023-01-12,Southeast Asia,Container,97,987,436,100.68,0.86,0,0.9797979797979798,0.49473684210526314,1,3,0,1,68.0,97.0,74.42857142857143,76.23333333333333
2023-01-12,Southeast Asia,Storage,50,1301,295,100.68,0.86,0,0.5050505050505051,0.6521303258145363,1,3,0,1,97.0,95.0,68.0,74.66666666666667
2023-01-12,Southeast Asia,VM,58,1512,328,100.68,0.86,0,0.5858585858585859,0.7578947368421053,1,3,0,1,50.0,69.0,66.42857142857143,73.86666666666666
2023-01-12,North Europe,Container,75,616,478,100.68,0.86,0,0.7575757575757576,0.3087719298245614,1,3,0,1,58.0,56.0,69.14285714285714,73.53333333333333
2023-01-12,North Europe,VM,91,1156,319,100.68,0.86,0,0.9191919191919192,0.5794486215538847,1,3,0,1,75.0,75.0,71.42857142857143,73.83333333333333
2023-01-12,East US,Container,93,504,302,100.68,0.86,0,0.9393939393939394,0.25263157894736843,1,3,0,1,91.0,61.0,76.0,73.96666666666667
2023-01-12,West US,Storage,84,1322,343,100.68,0.86,0,0.8484848484848485,0.66265664160401,1,3,0,1,93.0,68.0,78.28571428571429,75.06666666666666
2023-01-12,West US,VM,53,1273,246,100.68,0.86,0,0.5353535353535354,0.638095238095238,1,3,0,1,84.0,97.0,72.0,73.53333333333333
2023-01-12,West US,Container,62,869,323,100.68,0.86,0,0.6262626262626263,0.4355889724310777,1,3,0,1,53.0,50.0,73.71428571428571,73.86666666666666
2023-01-12,East US,Storage,82,763,252,100.68,0.86,0,0.8282828282828283,0.3824561403508772,1,3,0,1,62.0,58.0,77.14285714285714,74.13333333333334
2023-01-12,East US,VM,92,943,300,100.68,0.86,0,0.9292929292929293,0.47268170426065165,1,3,0,1,82.0,75.0,79.57142857142857,75.46666666666667
2023-01-13,Southeast Asia,Storage,79,856,222,94.56,1.01,0,0.797979797979798,0.42907268170426066,1,4,0,1,92.0,91.0,77.85714285714286,75.36666666666666
2023-01-13,Southeast Asia,VM,85,1812,453,94.56,1.01,0,0.8585858585858586,0.9082706766917293,1,4,0,1,79.0,93.0,76.71428571428571,75.53333333333333
2023-01-13,North Europe,Container,65,717,238,94.56,1.01,0,0.6565656565656566,0.3593984962406015,1,4,0,1,85.0,84.0,74.0,74.83333333333333
2023-01-13,North Europe,Storage,95,1457,403,94.56,1.01,0,0.9595959595959596,0.7303258145363408,1,4,0,1,65.0,53.0,80.0,76.16666666666667
2023-01-13,North Europe,VM,96,1508,293,94.56,1.01,0,0.9696969696969697,0.755889724310777,1,4,0,1,95.0,62.0,84.85714285714286,76.8
2023-01-13,Southeast Asia,Container,59,1623,489,94.56,1.01,0,0.5959595959595959,0.8135338345864662,1,4,0,1,96.0,82.0,81.57142857142857,76.43333333333334
2023-01-13,West US,Storage,65,1958,285,94.56,1.01,0,0.6565656565656566,0.981453634085213,1,4,0,1,59.0,92.0,77.71428571428571,76.2
2023-01-13,West US,VM,52,1599,353,94.56,1.01,0,0.5252525252525253,0.8015037593984963,1,4,0,1,65.0,79.0,73.85714285714286,74.9
2023-01-13,East US,Container,71,1360,446,94.56,1.01,0,0.7171717171717171,0.681704260651629,1,4,0,1,52.0,85.0,71.85714285714286,74.9
2023-01-13,East US,Storage,88,1203,268,94.56,1.01,0,0.8888888888888888,0.6030075187969924,1,4,0,1,71.0,65.0,75.14285714285714,75.46666666666667
2023-01-13,East US,VM,50,1795,388,94.56,1.01,0,0.5050505050505051,0.899749373433584,1,4,0,1,88.0,95.0,68.71428571428571,74.66666666666667
2023-01-13,West US,Container,78,1743,268,94.56,1.01,0,0.7878787878787878,0.8736842105263158,1,4,0,1,50.0,96.0,66.14285714285714,74.7
2023-01-14,Southeast Asia,Container,99,534,414,88.49,1.04,1,1.0,0.26766917293233083,1,5,1,1,78.0,59.0,71.85714285714286,74.76666666666667
2023-01-14,Southeast Asia,Storage,80,1825,452,88.49,1.04,1,0.8080808080808081,0.9147869674185464,1,5,1,1,99.0,65.0,74.0,74.26666666666667
2023-01-14,Southeast Asia,VM,93,784,211,88.49,1.04,1,0.9393939393939394,0.3929824561403509,1,5,1,1,80.0,52.0,79.85714285714286,75.06666666666666
2023-01-14,North Europe,Container,82,1691,242,88.49,1.04,1,0.8282828282828283,0.8476190476190476,1,5,1,1,93.0,71.0,81.42857142857143,75.93333333333334
2023-01-14,North Europe,Storage,92,1791,264,88.49,1.04,1,0.9292929292929293,0.8977443609022556,1,5,1,1,82.0,88.0,82.0,76.5
2023-01-14,North Europe,VM,82,1456,378,88.49,1.04,1,0.8282828282828283,0.7298245614035088,1,5,1,1,92.0,50.0,86.57142857142857,77.2
2023-01-14,West US,Container,61,1189,362,88.49,1.04,1,0.6161616161616161,0.5959899749373434,1,5,1,1,82.0,78.0,84.14285714285714,76.96666666666667
2023-01-14,West US,VM,51,996,359,88.49,1.04,1,0.5151515151515151,0.4992481203007519,1,5,1,1,61.0,99.0,77.28571428571429,75.43333333333334
2023-01-14,East US,Container,65,1291,446,88.49,1.04,1,0.6565656565656566,0.6471177944862155,1,5,1,1,51.0,80.0,75.14285714285714,75.93333333333334
2023-01-14,East US,Storage,81,1268,203,88.49,1.04,1,0.8181818181818182,0.6355889724310777,1,5,1,1,65.0,93.0,73.42857142857143,76.7
2023-01-14,East US,VM,80,1261,346,88.49,1.04,1,0.8080808080808081,0.6320802005012531,1,5,1,1,81.0,82.0,73.14285714285714,76.86666666666666
2023-01-14,West US,Storage,76,1351,351,88.49,1.04,1,0.7676767676767676,0.6771929824561403,1,5,1,1,80.0,92.0,70.85714285714286,76.36666666666666
2023-01-15,North Europe,Container,67,1508,295,93.99,0.97,1,0.6767676767676768,0.755889724310777,1,6,1,1,76.0,82.0,68.71428571428571,75.5
2023-01-15,Southeast Asia,Container,98,778,416,93.99,0.97,1,0.98989898989899,0.3899749373433584,1,6,1,1,67.0,61.0,74.0,75.96666666666667
2023-01-15,Southeast Asia,Storage,81,536,467,93.99,0.97,1,0.8181818181818182,0.268671679197995,1,6,1,1,98.0,51.0,78.28571428571429,76.9
2023-01-15,Southeast Asia,VM,73,1162,389,93.99,0.97,1,0.7373737373737373,0.5824561403508772,1,6,1,1,81.0,65.0,79.42857142857143,77.26666666666667
